id,data
"v10701",1
"v10702",4
"v10703",4
"v10704",0
"v10705",4
"v10706",2
"v10707",4
"v10708",0
"v10709",0
"v10710",3
"v10711",1
"v10712",1
"v10713",3
"v10714",0
"v10715",3
"v10716",2
"v10717",0
"v10718",4
"v10719",1
"v10720",2
"v10721",0
"v10722",3
"v10723",2
"v10724",1
"v10725",4
"v10726",4
"v10727",0
"v10728",1
"v10729",0
"v10730",2
"v10731",1
"v10732",0
"v10733",4
"v10734",3
"v10735",4
"v10736",3
"v10737",0
"v10738",2
"v10739",0
"v10740",1
"v10741",1
"v10742",1
"v10743",2
"v10744",1
"v10745",4
"v10746",0
"v10747",0
"v10748",4
"v10749",1
"v10750",2
"v10751",3
"v10752",0
"v10753",0
"v10754",2
"v10755",3
"v10756",0
"v10757",4
"v10758",3
"v10759",1
"v10760",1
"v10761",0
"v10762",4
"v10763",1
"v10764",1
"v10765",3
"v10766",2
"v10767",3
"v10768",4
"v10769",4
"v10770",0
"v10771",3
"v10772",3
"v10773",4
"v10774",1
"v10775",2
"v10776",3
"v10777",3
"v10778",3
"v10779",3
"v10780",0
"v10781",0
"v10782",4
"v10783",0
"v10784",3
"v10785",0
"v10786",1
"v10787",3
"v10788",2
"v10789",1
"v10790",2
"v10791",2
"v10792",4
"v10793",4
"v10794",0
"v10795",0
"v10796",0
"v10797",4
"v10798",4
"v10799",1
"v10800",4
"v10801",0
"v10802",1
"v10803",3
"v10804",4
"v10805",0
"v10806",3
"v10807",3
"v10808",3
"v10809",1
"v10810",2
"v10811",2
"v10812",3
"v10813",4
"v10814",0
"v10815",0
"v10816",3
"v10817",1
"v10818",4
"v10819",1
"v10820",3
"v10821",1
"v10822",2
"v10823",3
"v10824",3
"v10825",1
"v10826",3
"v10827",0
"v10828",2
"v10829",1
"v10830",3
"v10831",4
"v10832",2
"v10833",3
"v10834",4
"v10835",2
"v10836",3
"v10837",0
"v10838",1
"v10839",2
"v10840",0
"v10841",3
"v10842",0
"v10843",4
"v10844",3
"v10845",3
"v10846",4
"v10847",3
"v10848",1
"v10849",3
"v10850",1
"v10851",4
"v10852",3
"v10853",2
"v10854",1
"v10855",0
"v10856",3
"v10857",4
"v10858",3
"v10859",3
"v10860",3
"v10861",3
"v10862",1
"v10863",3
"v10864",2
"v10865",3
"v10866",4
"v10867",1
"v10868",3
"v10869",4
"v10870",4
"v10871",4
"v10872",2
"v10873",4
"v10874",2
"v10875",4
"v10876",2
"v10877",0
"v10878",0
"v10879",2
"v10880",0
"v10881",4
"v10882",3
"v10883",1
"v10884",3
"v10885",2
"v10886",2
"v10887",1
"v10888",3
"v10889",1
"v10890",2
"v10891",1
"v10892",3
"v10893",0
"v10894",1
"v10895",3
"v10896",2
"v10897",0
"v10898",2
"v10899",2
"v10900",2
"v10901",3
"v10902",3
"v10903",4
"v10904",3
"v10905",0
"v10906",2
"v10907",3
"v10908",0
"v10909",0
"v10910",4
"v10911",4
"v10912",0
"v10913",3
"v10914",0
"v10915",3
"v10916",3
"v10917",4
"v10918",0
"v10919",2
"v10920",1
"v10921",4
"v10922",1
"v10923",3
"v10924",0
"v10925",2
"v10926",2
"v10927",1
"v10928",2
"v10929",3
"v10930",1
"v10931",1
"v10932",4
"v10933",1
"v10934",0
"v10935",2
"v10936",1
"v10937",2
"v10938",4
"v10939",0
"v10940",0
"v10941",3
"v10942",2
"v10943",3
"v10944",1
"v10945",4
"v10946",2
"v10947",1
"v10948",4
"v10949",0
"v10950",4
"v10951",4
"v10952",0
"v10953",0
"v10954",1
"v10955",3
"v10956",3
"v10957",4
"v10958",1
"v10959",1
"v10960",1
"v10961",1
"v10962",2
"v10963",0
"v10964",2
"v10965",3
"v10966",3
"v10967",0
"v10968",0
"v10969",4
"v10970",1
"v10971",3
"v10972",3
"v10973",1
"v10974",0
"v10975",4
"v10976",1
"v10977",4
"v10978",1
"v10979",0
"v10980",3
"v10981",2
"v10982",0
"v10983",0
"v10984",1
"v10985",1
"v10986",1
"v10987",4
"v10988",4
"v10989",1
"v10990",2
"v10991",4
"v10992",0
"v10993",0
"v10994",4
"v10995",0
"v10996",1
"v10997",4
"v10998",0
"v10999",0
"v11000",4
"v11001",3
"v11002",1
"v11003",1
"v11004",2
"v11005",4
"v11006",1
"v11007",1
"v11008",1
"v11009",2
"v11010",2
"v11011",4
"v11012",0
"v11013",4
"v11014",0
"v11015",0
"v11016",0
"v11017",2
"v11018",2
"v11019",1
"v11020",3
"v11021",1
"v11022",4
"v11023",4
"v11024",4
"v11025",4
"v11026",2
"v11027",0
"v11028",1
"v11029",2
"v11030",4
"v11031",1
"v11032",1
"v11033",1
"v11034",2
"v11035",2
"v11036",1
"v11037",1
"v11038",1
"v11039",2
"v11040",3
"v11041",2
"v11042",4
"v11043",4
"v11044",1
"v11045",1
"v11046",4
"v11047",3
"v11048",2
"v11049",0
"v11050",3
"v11051",2
"v11052",0
"v11053",2
"v11054",0
"v11055",2
"v11056",2
"v11057",2
"v11058",2
"v11059",4
"v11060",1
"v11061",0
"v11062",2
"v11063",1
"v11064",4
"v11065",1
"v11066",3
"v11067",4
"v11068",4
"v11069",1
"v11070",4
"v11071",0
"v11072",1
"v11073",2
"v11074",1
"v11075",4
"v11076",4
"v11077",0
"v11078",4
"v11079",2
"v11080",1
"v11081",0
"v11082",1
"v11083",0
"v11084",2
"v11085",0
"v11086",0
"v11087",2
"v11088",0
"v11089",4
"v11090",1
"v11091",0
"v11092",2
"v11093",4
"v11094",2
"v11095",1
"v11096",0
"v11097",1
"v11098",4
"v11099",2
"v11100",2
"v11101",3
"v11102",4
"v11103",3
"v11104",4
"v11105",4
"v11106",4
"v11107",3
"v11108",2
"v11109",1
"v11110",1
"v11111",0
"v11112",4
"v11113",0
"v11114",2
"v11115",4
"v11116",3
"v11117",2
"v11118",0
"v11119",4
"v11120",1
"v11121",4
"v11122",3
"v11123",4
"v11124",2
"v11125",3
"v11126",1
"v11127",2
"v11128",0
"v11129",4
"v11130",4
"v11131",0
"v11132",1
"v11133",2
"v11134",3
"v11135",4
"v11136",2
"v11137",3
"v11138",0
"v11139",1
"v11140",2
"v11141",1
"v11142",2
"v11143",1
"v11144",0
"v11145",3
"v11146",0
"v11147",4
"v11148",1
"v11149",2
"v11150",0
"v11151",1
"v11152",2
"v11153",1
"v11154",3
"v11155",0
"v11156",0
"v11157",1
"v11158",1
"v11159",0
"v11160",2
"v11161",4
"v11162",2
"v11163",0
"v11164",1
"v11165",3
"v11166",3
"v11167",3
"v11168",4
"v11169",0
"v11170",0
"v11171",0
"v11172",0
"v11173",3
"v11174",1
"v11175",3
"v11176",2
"v11177",1
"v11178",1
"v11179",1
"v11180",0
"v11181",4
"v11182",0
"v11183",3
"v11184",0
"v11185",4
"v11186",2
"v11187",1
"v11188",0
"v11189",0
"v11190",1
"v11191",0
"v11192",1
"v11193",2
"v11194",2
"v11195",0
"v11196",4
"v11197",2
"v11198",2
"v11199",4
"v11200",1
"v11201",1
"v11202",2
"v11203",3
"v11204",1
"v11205",3
"v11206",0
"v11207",0
"v11208",3
"v11209",3
"v11210",3
"v11211",0
"v11212",4
"v11213",4
"v11214",0
"v11215",2
"v11216",2
"v11217",2
"v11218",3
"v11219",2
"v11220",4
"v11221",4
"v11222",1
"v11223",1
"v11224",3
"v11225",3
"v11226",4
"v11227",1
"v11228",4
"v11229",1
"v11230",0
"v11231",1
"v11232",2
"v11233",3
"v11234",2
"v11235",2
"v11236",0
"v11237",2
"v11238",1
"v11239",4
"v11240",1
"v11241",0
"v11242",0
"v11243",2
"v11244",3
"v11245",1
"v11246",0
"v11247",3
"v11248",1
"v11249",0
"v11250",0
"v11251",1
"v11252",3
"v11253",2
"v11254",4
"v11255",1
"v11256",3
"v11257",4
"v11258",2
"v11259",3
"v11260",4
"v11261",3
"v11262",1
"v11263",4
"v11264",3
"v11265",2
"v11266",2
"v11267",2
"v11268",2
"v11269",0
"v11270",1
"v11271",3
"v11272",0
"v11273",0
"v11274",0
"v11275",2
"v11276",4
"v11277",2
"v11278",1
"v11279",4
"v11280",2
"v11281",1
"v11282",4
"v11283",1
"v11284",1
"v11285",3
"v11286",3
"v11287",2
"v11288",0
"v11289",4
"v11290",3
"v11291",3
"v11292",4
"v11293",2
"v11294",2
"v11295",3
"v11296",2
"v11297",4
"v11298",2
"v11299",1
"v11300",2
"v11301",2
"v11302",0
"v11303",3
"v11304",2
"v11305",0
"v11306",1
"v11307",2
"v11308",3
"v11309",0
"v11310",2
"v11311",4
"v11312",1
"v11313",0
"v11314",3
"v11315",2
"v11316",0
"v11317",1
"v11318",2
"v11319",4
"v11320",4
"v11321",2
"v11322",0
"v11323",4
"v11324",0
"v11325",0
"v11326",4
"v11327",1
"v11328",3
"v11329",3
"v11330",2
"v11331",3
"v11332",2
"v11333",3
"v11334",0
"v11335",4
"v11336",2
"v11337",2
"v11338",2
"v11339",3
"v11340",2
"v11341",3
"v11342",1
"v11343",2
"v11344",4
"v11345",3
"v11346",2
"v11347",4
"v11348",2
"v11349",1
"v11350",4
"v11351",1
"v11352",1
"v11353",4
"v11354",4
"v11355",4
"v11356",3
"v11357",0
"v11358",2
"v11359",1
"v11360",1
"v11361",3
"v11362",1
"v11363",4
"v11364",3
"v11365",3
"v11366",3
"v11367",1
"v11368",1
"v11369",0
"v11370",1
"v11371",3
"v11372",1
"v11373",2
"v11374",3
"v11375",0
"v11376",1
"v11377",1
"v11378",0
"v11379",0
"v11380",3
"v11381",4
"v11382",2
"v11383",3
"v11384",1
"v11385",2
"v11386",3
"v11387",3
"v11388",0
"v11389",0
"v11390",0
"v11391",3
"v11392",4
"v11393",4
"v11394",2
"v11395",2
"v11396",3
"v11397",0
"v11398",4
"v11399",1
"v11400",2
"v11401",2
"v11402",0
"v11403",0
"v11404",4
"v11405",1
"v11406",2
"v11407",0
"v11408",2
"v11409",2
"v11410",4
"v11411",2
"v11412",0
"v11413",3
"v11414",3
"v11415",0
"v11416",3
"v11417",3
"v11418",2
"v11419",4
"v11420",2
"v11421",0
"v11422",4
"v11423",0
"v11424",2
"v11425",2
"v11426",3
"v11427",3
"v11428",1
"v11429",1
"v11430",2
"v11431",1
"v11432",1
"v11433",3
"v11434",3
"v11435",0
"v11436",1
"v11437",2
"v11438",4
"v11439",3
"v11440",4
"v11441",2
"v11442",4
"v11443",1
"v11444",2
"v11445",2
"v11446",4
"v11447",2
"v11448",4
"v11449",1
"v11450",4
"v11451",2
"v11452",4
"v11453",4
"v11454",2
"v11455",1
"v11456",2
"v11457",1
"v11458",1
"v11459",2
"v11460",1
"v11461",3
"v11462",2
"v11463",2
"v11464",3
"v11465",4
"v11466",1
"v11467",2
"v11468",4
"v11469",0
"v11470",2
"v11471",1
"v11472",1
"v11473",2
"v11474",0
"v11475",4
"v11476",0
"v11477",3
"v11478",4
"v11479",3
"v11480",4
"v11481",2
"v11482",1
"v11483",0
"v11484",3
"v11485",1
"v11486",1
"v11487",1
"v11488",4
"v11489",1
"v11490",2
"v11491",1
"v11492",1
"v11493",1
"v11494",2
"v11495",0
"v11496",1
"v11497",2
"v11498",2
"v11499",0
"v11500",1
"v11501",0
"v11502",3
"v11503",1
"v11504",4
"v11505",3
"v11506",3
"v11507",4
"v11508",2
"v11509",0
"v11510",4
"v11511",2
"v11512",0
"v11513",3
"v11514",1
"v11515",0
"v11516",0
"v11517",3
"v11518",4
"v11519",3
"v11520",4
"v11521",1
"v11522",4
"v11523",3
"v11524",4
"v11525",0
"v11526",2
"v11527",4
"v11528",4
"v11529",1
"v11530",4
"v11531",0
"v11532",4
"v11533",4
"v11534",2
"v11535",1
"v11536",0
"v11537",4
"v11538",3
"v11539",3
"v11540",3
"v11541",3
"v11542",3
"v11543",0
"v11544",0
"v11545",0
"v11546",2
"v11547",3
"v11548",0
"v11549",0
"v11550",1
"v11551",2
"v11552",2
"v11553",1
"v11554",4
"v11555",4
"v11556",2
"v11557",4
"v11558",1
"v11559",4
"v11560",1
"v11561",3
"v11562",4
"v11563",2
"v11564",1
"v11565",0
"v11566",1
"v11567",0
"v11568",3
"v11569",4
"v11570",3
"v11571",3
"v11572",4
"v11573",1
"v11574",2
"v11575",0
"v11576",0
"v11577",0
"v11578",2
"v11579",1
"v11580",3
"v11581",4
"v11582",0
"v11583",4
"v11584",0
"v11585",1
"v11586",2
"v11587",0
"v11588",0
"v11589",0
"v11590",1
"v11591",1
"v11592",3
"v11593",4
"v11594",1
"v11595",2
"v11596",3
"v11597",2
"v11598",0
"v11599",4
"v11600",4
"v11601",1
"v11602",1
"v11603",2
"v11604",1
"v11605",4
"v11606",1
"v11607",4
"v11608",4
"v11609",4
"v11610",3
"v11611",2
"v11612",4
"v11613",1
"v11614",4
"v11615",1
"v11616",1
"v11617",1
"v11618",3
"v11619",2
"v11620",1
"v11621",4
"v11622",3
"v11623",1
"v11624",0
"v11625",3
"v11626",4
"v11627",3
"v11628",0
"v11629",0
"v11630",4
"v11631",3
"v11632",2
"v11633",4
"v11634",0
"v11635",0
"v11636",1
"v11637",1
"v11638",1
"v11639",4
"v11640",0
"v11641",1
"v11642",1
"v11643",2
"v11644",0
"v11645",2
"v11646",4
"v11647",0
"v11648",4
"v11649",0
"v11650",1
"v11651",4
"v11652",3
"v11653",4
"v11654",4
"v11655",4
"v11656",0
"v11657",4
"v11658",3
"v11659",4
"v11660",0
"v11661",1
"v11662",1
"v11663",3
"v11664",2
"v11665",2
"v11666",1
"v11667",4
"v11668",3
"v11669",2
"v11670",2
"v11671",1
"v11672",3
"v11673",4
"v11674",0
"v11675",0
"v11676",1
"v11677",0
"v11678",4
"v11679",2
"v11680",4
"v11681",4
"v11682",1
"v11683",2
"v11684",0
"v11685",2
"v11686",0
"v11687",3
"v11688",4
"v11689",2
"v11690",4
"v11691",1
"v11692",4
"v11693",0
"v11694",0
"v11695",0
"v11696",2
"v11697",2
"v11698",2
"v11699",0
"v11700",1
"v11701",1
"v11702",3
"v11703",4
"v11704",0
"v11705",0
"v11706",2
"v11707",1
"v11708",3
"v11709",0
"v11710",4
"v11711",3
"v11712",0
"v11713",3
"v11714",1
"v11715",4
"v11716",0
"v11717",2
"v11718",4
"v11719",2
"v11720",4
"v11721",1
"v11722",4
"v11723",2
"v11724",4
"v11725",1
"v11726",2
"v11727",3
"v11728",4
"v11729",3
"v11730",3
"v11731",3
"v11732",3
"v11733",1
"v11734",0
"v11735",3
"v11736",1
"v11737",3
"v11738",2
"v11739",2
"v11740",3
"v11741",3
"v11742",0
"v11743",2
"v11744",1
"v11745",2
"v11746",4
"v11747",2
"v11748",4
"v11749",1
"v11750",3
"v11751",2
"v11752",2
"v11753",4
"v11754",3
"v11755",4
"v11756",0
"v11757",0
"v11758",1
"v11759",1
"v11760",2
"v11761",4
"v11762",4
"v11763",3
"v11764",3
"v11765",0
"v11766",4
"v11767",0
"v11768",1
"v11769",3
"v11770",1
"v11771",4
"v11772",3
"v11773",1
"v11774",0
"v11775",4
"v11776",4
"v11777",4
"v11778",1
"v11779",3
"v11780",4
"v11781",4
"v11782",1
"v11783",4
"v11784",2
"v11785",3
"v11786",2
"v11787",0
"v11788",3
"v11789",2
"v11790",0
"v11791",1
"v11792",3
"v11793",2
"v11794",0
"v11795",0
"v11796",0
"v11797",2
"v11798",0
"v11799",2
"v11800",3
"v11801",4
"v11802",0
"v11803",1
"v11804",3
"v11805",3
"v11806",4
"v11807",3
"v11808",2
"v11809",0
"v11810",0
"v11811",2
"v11812",1
"v11813",3
"v11814",2
"v11815",1
"v11816",1
"v11817",1
"v11818",2
"v11819",0
"v11820",3
"v11821",2
"v11822",3
"v11823",3
"v11824",2
"v11825",0
"v11826",2
"v11827",3
"v11828",0
"v11829",1
"v11830",1
"v11831",3
"v11832",4
"v11833",3
"v11834",3
"v11835",1
"v11836",4
"v11837",3
"v11838",4
"v11839",3
"v11840",4
"v11841",3
"v11842",4
"v11843",0
"v11844",2
"v11845",2
"v11846",1
"v11847",2
"v11848",3
"v11849",0
"v11850",4
"v11851",1
"v11852",1
"v11853",2
"v11854",1
"v11855",4
"v11856",3
"v11857",0
"v11858",3
"v11859",3
"v11860",3
"v11861",3
"v11862",1
"v11863",3
"v11864",3
"v11865",3
"v11866",4
"v11867",4
"v11868",2
"v11869",1
"v11870",0
"v11871",2
"v11872",4
"v11873",1
"v11874",3
"v11875",1
"v11876",2
"v11877",4
"v11878",3
"v11879",4
"v11880",3
"v11881",3
"v11882",1
"v11883",4
"v11884",4
"v11885",1
"v11886",1
"v11887",4
"v11888",1
"v11889",4
"v11890",0
"v11891",1
"v11892",1
"v11893",2
"v11894",3
"v11895",2
"v11896",2
"v11897",1
"v11898",2
"v11899",2
"v11900",3
"v11901",1
"v11902",0
"v11903",0
"v11904",1
"v11905",2
"v11906",3
"v11907",2
"v11908",1
"v11909",3
"v11910",1
"v11911",0
"v11912",1
"v11913",4
"v11914",0
"v11915",2
"v11916",0
"v11917",2
"v11918",1
"v11919",2
"v11920",4
"v11921",4
"v11922",4
"v11923",1
"v11924",3
"v11925",4
"v11926",4
"v11927",4
"v11928",2
"v11929",2
"v11930",3
"v11931",4
"v11932",2
"v11933",0
"v11934",0
"v11935",3
"v11936",2
"v11937",1
"v11938",1
"v11939",2
"v11940",2
"v11941",2
"v11942",3
"v11943",3
"v11944",2
"v11945",2
"v11946",2
"v11947",3
"v11948",4
"v11949",0
"v11950",4
"v11951",2
"v11952",0
"v11953",0
"v11954",1
"v11955",1
"v11956",1
"v11957",4
"v11958",0
"v11959",1
"v11960",4
"v11961",2
"v11962",1
"v11963",0
"v11964",0
"v11965",4
"v11966",1
"v11967",3
"v11968",0
"v11969",4
"v11970",4
"v11971",0
"v11972",1
"v11973",2
"v11974",3
"v11975",2
"v11976",0
"v11977",3
"v11978",2
"v11979",0
"v11980",2
"v11981",2
"v11982",2
"v11983",0
"v11984",1
"v11985",4
"v11986",2
"v11987",0
"v11988",1
"v11989",0
"v11990",4
"v11991",4
"v11992",4
"v11993",4
"v11994",0
"v11995",0
"v11996",3
"v11997",1
"v11998",1
"v11999",0
"v12000",1
"v12001",1
"v12002",0
"v12003",0
"v12004",3
"v12005",3
"v12006",1
"v12007",0
"v12008",4
"v12009",0
"v12010",4
"v12011",1
"v12012",0
"v12013",0
"v12014",2
"v12015",1
"v12016",0
"v12017",0
"v12018",4
"v12019",3
"v12020",4
"v12021",4
"v12022",2
"v12023",0
"v12024",3
"v12025",1
"v12026",3
"v12027",0
"v12028",4
"v12029",1
"v12030",2
"v12031",4
"v12032",4
"v12033",0
"v12034",4
"v12035",0
"v12036",1
"v12037",3
"v12038",0
"v12039",4
"v12040",2
"v12041",0
"v12042",3
"v12043",4
"v12044",3
"v12045",0
"v12046",1
"v12047",3
"v12048",3
"v12049",1
"v12050",2
"v12051",2
"v12052",0
"v12053",3
"v12054",0
"v12055",3
"v12056",2
"v12057",1
"v12058",0
"v12059",3
"v12060",3
"v12061",3
"v12062",4
"v12063",0
"v12064",1
"v12065",2
"v12066",1
"v12067",4
"v12068",4
"v12069",1
"v12070",0
"v12071",1
"v12072",0
"v12073",4
"v12074",1
"v12075",3
"v12076",3
"v12077",4
"v12078",4
"v12079",1
"v12080",3
"v12081",4
"v12082",0
"v12083",2
"v12084",1
"v12085",2
"v12086",4
"v12087",1
"v12088",2
"v12089",1
"v12090",2
"v12091",1
"v12092",0
"v12093",1
"v12094",1
"v12095",3
"v12096",1
"v12097",2
"v12098",0
"v12099",4
"v12100",4
"v12101",4
"v12102",2
"v12103",3
"v12104",0
"v12105",3
"v12106",4
"v12107",0
"v12108",3
"v12109",0
"v12110",2
"v12111",0
"v12112",4
"v12113",0
"v12114",1
"v12115",2
"v12116",2
"v12117",2
"v12118",2
"v12119",1
"v12120",3
"v12121",4
"v12122",3
"v12123",0
"v12124",0
"v12125",4
"v12126",1
"v12127",1
"v12128",3
"v12129",1
"v12130",0
"v12131",4
"v12132",3
"v12133",3
"v12134",0
"v12135",4
"v12136",1
"v12137",1
"v12138",4
"v12139",4
"v12140",0
"v12141",3
"v12142",4
"v12143",2
"v12144",3
"v12145",4
"v12146",0
"v12147",0
"v12148",0
"v12149",2
"v12150",2
"v12151",3
"v12152",0
"v12153",0
"v12154",2
"v12155",3
"v12156",2
"v12157",4
"v12158",1
"v12159",4
"v12160",3
"v12161",4
"v12162",3
"v12163",0
"v12164",3
"v12165",4
"v12166",0
"v12167",1
"v12168",1
"v12169",3
"v12170",1
"v12171",4
"v12172",1
"v12173",3
"v12174",1
"v12175",2
"v12176",3
"v12177",1
"v12178",0
"v12179",1
"v12180",4
"v12181",2
"v12182",3
"v12183",0
"v12184",4
"v12185",0
"v12186",1
"v12187",1
"v12188",0
"v12189",4
"v12190",1
"v12191",4
"v12192",3
"v12193",1
"v12194",4
"v12195",1
"v12196",4
"v12197",0
"v12198",0
"v12199",3
"v12200",2
"v12201",4
"v12202",3
"v12203",1
"v12204",1
"v12205",1
"v12206",2
"v12207",2
"v12208",2
"v12209",4
"v12210",4
"v12211",4
"v12212",0
"v12213",2
"v12214",2
"v12215",2
"v12216",4
"v12217",4
"v12218",1
"v12219",1
"v12220",2
"v12221",0
"v12222",2
"v12223",0
"v12224",4
"v12225",1
"v12226",1
"v12227",0
"v12228",3
"v12229",3
"v12230",4
"v12231",3
"v12232",1
"v12233",1
"v12234",2
"v12235",0
"v12236",0
"v12237",3
"v12238",3
"v12239",2
"v12240",4
"v12241",4
"v12242",4
"v12243",3
"v12244",0
"v12245",4
"v12246",2
"v12247",4
"v12248",2
"v12249",0
"v12250",1
"v12251",1
"v12252",0
"v12253",2
"v12254",3
"v12255",1
"v12256",3
"v12257",0
"v12258",3
"v12259",0
"v12260",3
"v12261",2
"v12262",4
"v12263",1
"v12264",2
"v12265",2
"v12266",1
"v12267",2
"v12268",1
"v12269",1
"v12270",3
"v12271",3
"v12272",3
"v12273",0
"v12274",1
"v12275",3
"v12276",4
"v12277",3
"v12278",3
"v12279",0
"v12280",4
"v12281",4
"v12282",1
"v12283",3
"v12284",3
"v12285",1
"v12286",3
"v12287",2
"v12288",3
"v12289",4
"v12290",2
"v12291",4
"v12292",1
"v12293",4
"v12294",1
"v12295",0
"v12296",1
"v12297",3
"v12298",2
"v12299",2
"v12300",3
"v12301",0
"v12302",1
"v12303",2
"v12304",1
"v12305",0
"v12306",1
"v12307",0
"v12308",4
"v12309",0
"v12310",2
"v12311",3
"v12312",4
"v12313",1
"v12314",2
"v12315",2
"v12316",2
"v12317",4
"v12318",3
"v12319",3
"v12320",3
"v12321",1
"v12322",1
"v12323",2
"v12324",1
"v12325",4
"v12326",2
"v12327",0
"v12328",1
"v12329",0
"v12330",4
"v12331",0
"v12332",1
"v12333",1
"v12334",2
"v12335",0
"v12336",0
"v12337",1
"v12338",4
"v12339",3
"v12340",2
"v12341",2
"v12342",3
"v12343",1
"v12344",2
"v12345",0
"v12346",2
"v12347",1
"v12348",4
"v12349",2
"v12350",1
"v12351",4
"v12352",1
"v12353",3
"v12354",0
"v12355",0
"v12356",0
"v12357",4
"v12358",3
"v12359",1
"v12360",0
"v12361",4
"v12362",1
"v12363",2
"v12364",3
"v12365",1
"v12366",1
"v12367",0
"v12368",0
"v12369",3
"v12370",2
"v12371",0
"v12372",3
"v12373",3
"v12374",3
"v12375",1
"v12376",0
"v12377",1
"v12378",1
"v12379",3
"v12380",2
"v12381",4
"v12382",4
"v12383",3
"v12384",0
"v12385",1
"v12386",2
"v12387",2
"v12388",4
"v12389",2
"v12390",4
"v12391",4
"v12392",0
"v12393",2
"v12394",2
"v12395",2
"v12396",0
"v12397",0
"v12398",2
"v12399",3
"v12400",4
"v12401",3
"v12402",0
"v12403",4
"v12404",3
"v12405",3
"v12406",1
"v12407",0
"v12408",4
"v12409",4
"v12410",3
"v12411",3
"v12412",1
"v12413",2
"v12414",2
"v12415",4
"v12416",1
"v12417",1
"v12418",3
"v12419",1
"v12420",3
"v12421",3
"v12422",4
"v12423",2
"v12424",4
"v12425",2
"v12426",3
"v12427",4
"v12428",2
"v12429",0
"v12430",4
"v12431",4
"v12432",0
"v12433",4
"v12434",4
"v12435",3
"v12436",3
"v12437",4
"v12438",2
"v12439",0
"v12440",2
"v12441",0
"v12442",2
"v12443",1
"v12444",4
"v12445",4
"v12446",1
"v12447",1
"v12448",0
"v12449",0
"v12450",2
"v12451",2
"v12452",2
"v12453",4
"v12454",0
"v12455",3
"v12456",0
"v12457",2
"v12458",1
"v12459",2
"v12460",1
"v12461",1
"v12462",0
"v12463",1
"v12464",2
"v12465",0
"v12466",2
"v12467",3
"v12468",0
"v12469",0
"v12470",3
"v12471",4
"v12472",3
"v12473",1
"v12474",3
"v12475",1
"v12476",4
"v12477",3
"v12478",4
"v12479",3
"v12480",0
"v12481",2
"v12482",2
"v12483",4
"v12484",4
"v12485",4
"v12486",4
"v12487",0
"v12488",4
"v12489",1
"v12490",1
"v12491",2
"v12492",2
"v12493",2
"v12494",2
"v12495",2
"v12496",1
"v12497",3
"v12498",0
"v12499",0
"v12500",3
"v12501",3
"v12502",0
"v12503",2
"v12504",2
"v12505",0
"v12506",0
"v12507",0
"v12508",3
"v12509",4
"v12510",3
"v12511",4
"v12512",2
"v12513",2
"v12514",1
"v12515",3
"v12516",2
"v12517",1
"v12518",2
"v12519",0
"v12520",4
"v12521",4
"v12522",0
"v12523",4
"v12524",4
"v12525",2
"v12526",3
"v12527",4
"v12528",0
"v12529",2
"v12530",2
"v12531",4
"v12532",1
"v12533",1
"v12534",3
"v12535",2
"v12536",3
"v12537",4
"v12538",3
"v12539",1
"v12540",1
"v12541",4
"v12542",1
"v12543",0
"v12544",1
"v12545",0
"v12546",4
"v12547",0
"v12548",4
"v12549",3
"v12550",1
"v12551",2
"v12552",1
"v12553",3
"v12554",4
"v12555",3
"v12556",3
"v12557",0
"v12558",2
"v12559",2
"v12560",3
"v12561",0
"v12562",2
"v12563",0
"v12564",4
"v12565",3
"v12566",4
"v12567",4
"v12568",0
"v12569",3
"v12570",2
"v12571",4
"v12572",2
"v12573",0
"v12574",1
"v12575",3
"v12576",4
"v12577",1
"v12578",4
"v12579",1
"v12580",3
"v12581",4
"v12582",4
"v12583",2
"v12584",4
"v12585",0
"v12586",4
"v12587",4
"v12588",4
"v12589",3
"v12590",2
"v12591",4
"v12592",4
"v12593",0
"v12594",2
"v12595",1
"v12596",4
"v12597",3
"v12598",2
"v12599",3
"v12600",1
"v12601",2
"v12602",0
"v12603",3
"v12604",2
"v12605",2
"v12606",1
"v12607",1
"v12608",0
"v12609",4
"v12610",0
"v12611",4
"v12612",3
"v12613",1
"v12614",2
"v12615",4
"v12616",3
"v12617",1
"v12618",4
"v12619",2
"v12620",1
"v12621",4
"v12622",2
"v12623",2
"v12624",0
"v12625",3
"v12626",4
"v12627",1
"v12628",1
"v12629",4
"v12630",4
"v12631",3
"v12632",0
"v12633",3
"v12634",0
"v12635",2
"v12636",1
"v12637",3
"v12638",0
"v12639",3
"v12640",3
"v12641",3
"v12642",1
"v12643",2
"v12644",0
"v12645",1
"v12646",1
"v12647",0
"v12648",4
"v12649",0
"v12650",1
"v12651",0
"v12652",3
"v12653",2
"v12654",4
"v12655",2
"v12656",2
"v12657",1
"v12658",2
"v12659",4
"v12660",2
"v12661",0
"v12662",0
"v12663",2
"v12664",3
"v12665",1
"v12666",3
"v12667",0
"v12668",2
"v12669",1
"v12670",2
"v12671",2
"v12672",4
"v12673",1
"v12674",0
"v12675",2
"v12676",4
"v12677",4
"v12678",3
"v12679",0
"v12680",3
"v12681",0
"v12682",0
"v12683",2
"v12684",4
"v12685",0
"v12686",0
"v12687",4
"v12688",2
"v12689",2
"v12690",2
"v12691",2
"v12692",1
"v12693",2
"v12694",0
"v12695",0
"v12696",1
"v12697",1
"v12698",0
"v12699",1
