Person.id|Organisation.id|workFrom
8796093022728|843|2006
17592186045028|543|2007
19791209299968|548|2007
19791209299968|551|2005
28587302323139|306|2000
28587302323139|300|2001
28587302323139|301|2001
32985348834066|304|2007
32985348834066|305|2007
32985348834066|306|2007
32985348834066|299|2006
32985348834066|300|2005
941|558|2000
4398046511426|896|2010
4398046511426|895|2010
15393162789346|1490|2007
15393162789346|1526|2006
19791209300562|818|2004
19791209300562|819|2002
19791209300921|833|2005
19791209300921|837|2009
19791209300921|838|2005
24189255811326|144|2009
24189255811326|1571|2004
24189255811326|182|2006
24189255811326|184|2012
26388279067441|1324|2008
26388279067441|1325|2009
30786325578629|177|2009
30786325578629|179|2009
30786325578629|166|2010
30786325578629|183|2008
30786325578629|169|2009
2199023255949|10|2005
13194139533440|553|2002
13194139533440|939|2002
13194139533440|539|2001
13194139533440|540|2002
13194139533440|542|2003
21990232556302|864|2001
21990232556302|1475|2001
21990232556302|1498|2001
21990232556302|1502|2001
26388279066885|1091|2007
26388279066885|1065|2007
26388279066885|1034|2007
28587302322537|1560|2012
28587302322537|1561|2002
6597069766914|1047|2006
6597069766914|1098|2007
6597069766914|1067|2007
6597069766914|1068|2008
6597069767635|323|2008
30786325578600|399|2007
32985348833434|1019|2004
32985348833434|1020|2004
32985348833434|1022|2005
32985348833702|674|2009
32985348833702|679|2008
4398046511747|933|2009
4398046511747|937|2010
6597069767341|1013|2007
6597069767341|1019|2008
6597069767341|1020|2007
8796093022975|818|2005
8796093022975|819|2010
10995116278228|1317|2011
10995116278228|1307|2009
26388279067331|920|2010
26388279067331|938|2010
32985348833834|1165|2012
2199023255725|923|2010
2199023255725|109|2010
2199023255725|927|2010
4398046511246|551|2002
4398046511246|538|2001
4398046511246|540|2003
6597069767375|21|2004
6597069767375|27|2003
8796093022412|482|2005
8796093022412|485|2006
8796093022412|469|2004
8796093022412|472|2005
8796093022412|478|2005
15393162789624|577|2003
15393162789624|561|2003
15393162789624|564|2003
15393162789624|571|2004
15393162789624|572|2003
24189255811079|912|2008
24189255811079|934|2008
24189255811079|924|2007
24189255811079|926|2007
28587302322487|425|2006
28587302322487|413|2011
28587302322487|415|2012
32985348833660|1379|2012
32985348833660|1125|2012
32985348833660|1358|2011
788|1560|2007
788|777|2007
788|1561|2007
8796093022946|1558|2001
8796093022946|1561|2001
17592186044943|32|2005
17592186044943|22|2006
17592186044943|31|2007
21990232555571|708|2009
21990232555686|106|2008
21990232555686|107|2007
21990232555686|108|2008
28587302322524|962|2005
28587302322524|950|2006
28587302322524|951|2005
28587302322524|952|2006
28587302322524|954|2004
28587302322854|967|2003
32985348833438|887|2008
32985348833438|888|2006
32985348833438|892|2006
8796093022435|915|2011
26388279067527|1457|2004
26388279067527|1531|2003
26388279067527|1469|2004
26388279067527|1502|2004
4398046511145|545|2005
4398046511145|553|2006
4398046511145|538|2005
6597069766998|1216|2004
6597069766998|1204|2004
6597069766998|1192|2004
6597069766998|1199|2005
6597069767400|21|2007
6597069767400|25|2006
6597069767400|26|2006
6597069767400|29|2006
13194139533500|466|2008
13194139533500|475|2008
15393162788911|1227|2003
15393162788911|1228|2005
15393162788911|1230|2004
15393162789077|176|2001
15393162789077|161|2001
15393162789077|141|2000
15393162789077|173|2000
26388279067426|1026|2008
26388279067426|1075|2008
26388279067426|1061|2007
26388279067426|1094|2007
26388279067426|1065|2008
26388279067479|672|2007
26388279067479|677|2008
26388279067479|678|2007
26388279067479|679|2008
26388279067479|664|2008
30786325578320|1324|2004
30786325578320|1325|2003
583|918|2010
2199023255940|546|2006
2199023255940|547|2006
2199023255940|551|2005
2199023255940|553|2006
2199023255940|542|2006
8796093022821|296|2005
13194139533927|935|2003
13194139533927|925|2004
15393162789090|1138|2007
15393162789090|1557|2007
15393162789090|1559|2006
15393162789090|1560|2006
17592186045078|400|2012
17592186045078|1573|2003
17592186045078|399|2003
26388279067159|386|2005
26388279067159|388|2005
26388279067159|373|2005
26388279067562|552|2001
2199023256351|919|2004
2199023256351|935|2003
2199023256351|920|2004
2199023256351|921|2004
2199023256351|924|2004
4398046511185|803|2004
13194139533588|418|2012
13194139533588|425|2010
13194139533588|413|2010
17592186045280|1354|2007
17592186045280|1388|2010
17592186045280|1359|2012
21990232556263|440|2002
21990232556263|429|2000
21990232556263|414|2001
30786325578075|915|2004
30786325578075|918|2004
30786325578075|926|2003
6597069767274|554|2000
6597069767274|539|1999
6597069767274|540|2001
6597069767274|541|2001
6597069767432|546|2010
6597069767432|553|2009
6597069767432|542|2009
8796093022449|466|2006
13194139534161|1116|2007
19791209300634|896|2002
19791209300634|891|2003
19791209300634|892|2002
19791209300634|893|2003
21990232555524|1562|2008
21990232555524|1563|2007
21990232555524|1564|2008
28587302322870|809|2003
28587302322870|810|2003
28587302322870|813|2003
30786325577977|810|2000
30786325577977|811|2000
30786325578245|528|2007
30786325578245|529|2006
30786325578245|531|2007
30786325578245|525|2007
32985348833533|443|2007
2199023255562|443|2008
2199023255562|446|2009
2199023255562|463|2009
4398046511672|1125|2008
13194139533606|547|1999
13194139533606|440|2001
13194139533606|538|2000
13194139533606|543|2001
15393162789084|436|2010
15393162789084|421|2010
15393162789084|423|2006
15393162789084|428|2005
15393162789084|430|2008
15393162789204|546|2008
15393162789204|554|2008
21990232556252|903|2005
21990232556252|904|2006
21990232556376|552|2008
21990232556376|554|2007
21990232556376|542|2008
32985348833329|553|2003
2199023255688|1088|2001
2199023255688|1041|2002
2199023255688|1046|2002
2199023255688|1063|2001
17592186044439|1472|2010
17592186044439|1490|2010
17592186044439|1445|2009
17592186044439|1516|2010
17592186044439|1453|2010
19791209300504|1226|2007
19791209300504|1228|2006
24189255812001|278|2005
24189255812001|263|2004
24189255812001|605|2005
24189255812001|575|2005
24189255812047|1|2002
24189255812047|2|2002
24189255812047|3|2003
28587302323136|1058|2008
30786325577784|305|2008
30786325577784|771|2004
30786325577784|299|2006
30786325577784|300|2004
30786325577784|303|2007
2199023256524|1091|2006
2199023256524|1078|2005
2199023256524|1083|2006
6597069766720|286|2003
10995116278525|912|2001
10995116278525|934|2002
19791209300317|206|2008
26388279067108|256|2005
26388279067108|259|2004
26388279067108|252|2004
26388279067108|253|2003
28587302322530|48|2002
28587302322530|35|2002
28587302322530|46|2001
28587302322530|47|2002
28587302322548|810|2010
28587302322548|812|2009
32985348833478|960|2005
32985348833478|952|2006
32985348833478|1067|2006
32985348833478|957|2005
683|180|2008
4398046511180|1176|2012
4398046511180|1178|2011
4398046511180|861|2011
10995116278236|935|2008
10995116278236|924|2006
10995116278308|1140|2006
10995116278308|1173|2005
10995116278308|1145|2005
10995116278308|1163|2004
13194139534270|547|2001
13194139534270|554|2002
13194139534270|539|2002
13194139534270|540|2002
30786325578608|896|2004
30786325578608|888|2005
10995116278223|208|2010
10995116278223|206|2004
15393162789859|935|2004
15393162789859|936|2005
15393162789859|908|2005
15393162789859|927|2006
17592186045229|887|2004
17592186045229|894|2006
24189255811663|1112|2010
24189255811663|399|2010
96|914|2012
96|920|2000
96|937|2009
96|905|2007
96|909|2010
2199023256280|546|2006
2199023256280|540|2005
2199023256280|542|2004
2199023256280|543|2005
8796093022970|544|2008
13194139533469|936|2005
13194139533469|920|2005
13194139533469|729|2006
13194139533469|911|2004
13194139534229|1573|2006
13194139534229|1574|2006
13194139534229|696|2008
15393162789111|306|2009
15393162789111|749|2009
15393162789111|750|2009
15393162789111|751|2009
19791209300091|945|2003
19791209300091|947|2004
19791209300091|940|2004
28587302322552|549|2007
28587302322552|551|2006
28587302322552|554|2005
28587302322552|543|2006
30786325578215|456|2003
30786325578215|457|1999
30786325578215|461|2002
30786325578215|446|1999
30786325578215|430|2008
870|507|2005
932|169|2004
932|185|2004
932|154|2003
2199023256154|964|2004
2199023256154|949|2005
2199023256154|775|2005
2199023256154|968|2004
2199023256154|959|2005
4398046511367|545|2006
4398046511367|547|2008
4398046511367|539|2006
21990232556381|400|2003
24189255811481|545|2010
24189255811481|552|2012
24189255811481|553|2011
24189255811481|540|2011
32985348833467|560|2010
296|579|2008
296|5|2009
296|584|2012
296|568|2009
296|585|2007
2199023256219|1264|2005
2199023256219|1258|2005
4398046511177|938|2004
4398046511177|908|2003
4398046511177|927|2004
10995116278496|758|2001
13194139533493|305|2006
13194139533493|306|2006
13194139533493|301|2005
13194139534143|546|2010
13194139534143|549|2008
13194139534143|1109|2011
13194139534143|539|2009
13194139534143|476|2004
17592186044737|933|2008
17592186044737|935|2009
17592186044737|905|2008
17592186044737|911|2010
17592186045165|707|2004
17592186045165|709|2012
17592186045165|702|2003
17592186045165|703|2009
19791209300579|976|2006
21990232555794|802|2004
30786325577905|801|2005
30786325577905|785|2004
30786325577905|789|2005
30786325577905|806|2005
30786325577905|794|2004
30786325578329|547|2002
30786325578329|69|2009
30786325578329|549|2010
30786325578329|552|2009
30786325578329|541|2004
32985348833378|549|2008
32985348833378|551|2007
32985348833378|552|2008
32985348833378|542|2009
32985348833975|548|2005
32985348833975|549|2004
32985348833975|538|2005
32985348833975|543|2005
768|961|2008
768|595|2008
768|1574|2007
768|575|2008
2199023255798|244|2002
2199023255798|104|2011
2199023255798|238|2006
2199023255798|223|2008
10995116278625|304|2006
10995116278625|305|2007
15393162788866|999|2008
15393162788866|569|2010
15393162788866|555|2009
26388279067054|1508|2010
26388279067054|1460|2011
26388279067054|1495|2010
26388279067054|1117|2011
26388279067054|1453|2010
345|306|2006
345|549|2006
345|299|2006
345|300|2006
345|302|2005
2199023255898|1172|2008
2199023255898|1151|2010
6597069767242|1568|2007
6597069767242|836|2008
10995116278336|106|2002
10995116278412|1001|2009
10995116278412|1002|2011
15393162789815|1172|2005
15393162789815|1140|2007
15393162789815|1145|2007
15393162789815|1146|2005
15393162789815|1164|2011
17592186044729|1029|2003
17592186044994|918|2009
17592186044994|920|2008
17592186044994|921|2010
17592186044994|927|2008
35184372089449|1265|2006
35184372089449|1253|2006
35184372089449|1256|2007
35184372089449|1272|2007
2199023255952|516|2012
2199023255952|494|2012
2199023256008|544|2012
2199023256008|547|2012
2199023256008|550|2013
2199023256008|543|2013
10995116277846|779|2003
10995116277846|796|2004
10995116277846|797|2003
10995116277846|782|2004
10995116277846|783|2003
17592186044808|544|2001
17592186044808|545|2001
17592186044808|548|2001
17592186044865|951|1998
17592186044865|955|2000
24189255811211|1312|2003
24189255811211|817|2003
24189255811211|1158|2002
24189255811211|1147|2002
24189255811211|543|2003
28587302322837|1117|2005
2199023255821|584|2006
2199023255821|569|2005
2199023255821|572|2005
4398046511322|1472|2006
4398046511322|1475|2007
4398046511322|1509|2007
10995116278627|1227|2008
10995116278627|1229|2008
15393162789076|1352|2004
15393162789076|1357|2003
24189255811116|1053|2008
28587302322597|1539|2002
28587302322946|547|2007
28587302322946|548|2009
28587302322946|550|2008
28587302322946|541|2007
4398046511904|1075|2002
4398046511904|1100|2002
4398046511904|1085|2001
4398046511904|1087|2001
6597069767149|1001|2009
8796093023107|1570|2008
8796093023107|1571|2011
10995116278436|808|2008
19791209300153|785|2007
19791209300153|786|2003
19791209300153|787|2008
19791209300153|789|2003
19791209300153|791|2006
24189255811240|593|2000
24189255811240|602|2001
26388279066654|1256|2003
26388279066654|1243|2007
26388279066654|1245|2005
30786325578370|454|2007
30786325578370|461|2005
32985348833796|758|2005
959|1174|2005
959|1177|2005
4398046511332|400|2006
4398046511332|399|2005
6597069767301|59|2012
6597069767359|913|2003
6597069767359|934|2004
6597069767359|250|2003
6597069767359|925|2005
6597069767457|376|2001
8796093022668|466|2011
8796093022668|487|2011
8796093022668|458|2012
24189255811140|897|2009
24189255811140|887|2008
24189255811140|888|2012
24189255811140|890|2011
24189255811140|893|2009
28587302322743|1557|2009
28587302322743|1558|2010
2199023256125|1178|2007
4398046511736|935|2008
4398046511736|911|2008
15393162789687|257|2004
15393162789687|258|2011
15393162789687|259|2003
15393162789687|254|2011
15393162789769|538|2006
17592186045238|1018|2007
17592186045238|1019|2007
17592186045238|1020|2007
17592186045238|1021|2008
19791209300404|1001|2011
4398046511442|574|2007
4398046511753|176|2001
4398046511753|147|2006
4398046511753|180|2005
4398046511753|169|2005
8796093023017|468|2005
8796093023017|470|2005
8796093023017|488|2005
8796093023017|463|2006
8796093023017|735|2004
8796093023094|912|2010
8796093023094|930|2008
8796093023094|919|2007
13194139533770|162|2007
13194139533770|170|2007
13194139533770|171|2007
21990232555803|522|2002
21990232556500|951|2009
21990232556500|968|2009
21990232556500|953|2009
21990232556500|956|2010
26388279067003|916|2004
26388279067003|932|2004
26388279067003|919|2006
26388279067003|920|2005
26388279067003|925|2006
32985348833798|306|2005
32985348833798|307|2004
32985348833798|300|2004
32985348833798|303|2004
6597069766993|830|2005
6597069767407|917|2010
6597069767407|905|2010
10995116278353|481|2010
10995116278353|483|2008
10995116278353|454|2009
10995116278353|489|2011
10995116278353|458|2008
21990232556441|1296|2007
21990232556441|1299|2006
26388279066795|547|2003
32985348833505|978|2005
32985348833505|979|2006
998|257|2006
998|260|2006
998|255|2006
8796093022727|546|2008
8796093022727|550|2007
10995116278224|942|2003
10995116278224|943|2003
17592186044592|658|2006
17592186044592|662|2004
17592186044592|618|2004
17592186044592|623|2005
26388279067574|1172|2008
26388279067574|1160|2007
26388279067574|1165|2008
26388279067574|1150|2008
30786325578640|1335|2006
30786325578640|396|2005
30786325578640|398|2006
30786325578640|735|2006
32985348833676|905|2002
702|786|2006
702|788|2006
702|807|2006
702|779|2005
2199023256310|548|2007
2199023256310|550|2008
2199023256310|540|2008
4398046511257|1117|2000
4398046511257|1118|2000
6597069766719|486|2005
6597069766719|457|2005
10995116278210|1557|2006
10995116278210|1560|2006
10995116278210|1561|2007
15393162789655|205|2010
15393162789655|207|2010
17592186045047|1253|2011
17592186045047|1269|2011
17592186045047|1241|2008
17592186045085|763|2006
17592186045085|766|2005
19791209300572|928|2003
19791209300572|929|2004
19791209300572|915|2003
19791209300874|758|2003
21990232555650|806|2008
21990232555650|791|2010
21990232555650|778|2010
21990232555650|797|2006
26388279066830|1335|2006
26388279066830|1336|2007
26388279066830|1340|2006
26388279067561|1517|2007
28587302322939|572|2009
30786325577964|33|2007
30786325577964|27|2005
32985348833673|896|2008
32985348833673|887|2011
32985348833673|891|2011
32985348833673|894|2001
32985348833854|59|2009
32985348833854|77|2008
10995116277788|1248|2009
10995116277788|1239|2008
10995116278286|677|2009
10995116278286|923|2010
10995116278286|925|2010
13194139533439|673|2007
13194139533439|674|2009
13194139533439|675|2008
13194139533439|682|2009
13194139533439|667|2007
15393162789417|1557|2001
15393162789417|1561|2001
17592186044862|723|2009
17592186044862|727|2011
17592186044862|717|2011
17592186044862|718|2007
687|546|2008
687|547|2011
687|548|2009
687|543|2011
8796093022369|546|2004
8796093022369|548|2003
19791209300159|954|2003
19791209300159|956|2005
19791209300639|116|2009
19791209300639|118|2012
19791209300639|119|2010
19791209300639|120|2008
26388279066662|805|2004
26388279066662|806|2006
26388279066662|791|2004
26388279066662|793|2005
32985348833794|1321|2003
32985348833794|1323|2002
32985348834100|144|2002
32985348834100|166|2009
32985348834100|172|2003
32985348834100|1117|2002
