Post.id|Tag.id|eid_generated
962072700099|1526|82151
962072700099|2873|82152
962072700099|9245|82153
962072700099|11624|82154
962072700099|14056|82155
755914270280|206|82156
755914270280|2015|82157
549755840089|206|82158
549755840089|9161|82159
412316886620|1748|82160
412316886620|3077|82161
412316886620|10994|82162
755914270319|1420|82163
755914270319|6981|82164
755914270319|10258|82165
687194793584|1944|82166
687194793584|2955|82167
687194793584|2998|82168
687194793584|3085|82169
687194793584|11566|82170
1030792177548|1614|82171
687194794095|545|82172
687194794095|1404|82173
687194794095|2897|82174
687194794095|6435|82175
687194794095|6933|82176
687194794095|14854|82177
687194794105|1202|82178
687194794105|1404|82179
687194794105|2837|82180
687194794105|5101|82181
687194794105|9177|82182
687194794105|11148|82183
687194794105|11515|82184
687194794117|1404|82185
687194794117|1615|82186
687194794117|5103|82187
687194794117|6486|82188
687194794117|9565|82189
687194794117|9999|82190
687194794117|10290|82191
687194794117|11358|82192
687194794117|11559|82193
687194794117|11597|82194
687194794117|12364|82195
1030792177874|1406|82196
1030792177915|1406|82197
893353224519|1406|82198
893353224531|1406|82199
962072701304|1406|82200
1099511654873|1406|82201
893353224709|1406|82202
1030792178210|1406|82203
893353224740|1406|82204
893353224758|1406|82205
824633748110|1406|82206
1030792178329|1406|82207
1030792178860|6961|82208
1030792178903|6961|82209
1030792178951|6961|82210
962072702252|6961|82211
1030792179028|6961|82212
1030792179189|6961|82213
1099511655964|6961|82214
1030792179285|6961|82215
1030792179317|6961|82216
1030792179386|244|82217
1030792179386|9275|82218
1030792179386|12159|82219
1030792179386|12431|82220
1030792179386|14009|82221
1030792179402|144|82222
1030792179402|244|82223
1030792179402|578|82224
1030792179402|5065|82225
1030792179402|11633|82226
1030792179402|11699|82227
1030792179409|244|82228
1030792179409|11185|82229
1030792179409|11298|82230
1030792179428|244|82231
1030792179428|3047|82232
1030792179428|12049|82233
1030792179428|12290|82234
1030792179442|244|82235
1030792179442|6370|82236
1030792179442|6435|82237
1030792179442|10854|82238
1030792179455|244|82239
1030792179455|978|82240
1030792179455|2998|82241
1030792179455|5261|82242
1030792179455|5783|82243
1030792179455|7573|82244
1030792179475|244|82245
1030792179475|1676|82246
1030792179475|9106|82247
1030792179475|11694|82248
1030792179489|244|82249
1030792179489|5055|82250
1030792179489|8404|82251
1030792179489|8593|82252
1030792179500|244|82253
1030792179500|2805|82254
1030792179500|4994|82255
1030792179500|6167|82256
1030792179500|7327|82257
1030792179514|244|82258
1030792179514|784|82259
1030792179514|973|82260
1030792179514|2007|82261
1030792179514|2082|82262
1030792179514|5153|82263
1030792179514|6378|82264
1030792179514|7505|82265
1030792179514|9440|82266
1030792179514|10475|82267
1030792179517|244|82268
1030792179517|2886|82269
1030792179517|7402|82270
1030792179517|10268|82271
1030792179517|11662|82272
1030792179528|244|82273
824633749333|139|82274
824633749333|2908|82275
824633749345|127|82276
824633749345|1533|82277
824633749345|1683|82278
824633749345|2079|82279
824633749345|6049|82280
824633749345|9091|82281
824633749345|11247|82282
824633749345|11639|82283
824633749349|127|82284
824633749349|10992|82285
824633749349|12015|82286
755914272923|564|82287
755914272923|2793|82288
755914272923|2813|82289
755914272923|2945|82290
755914272923|5878|82291
755914272923|9205|82292
1030792180231|458|82293
1030792180231|2790|82294
893353226825|561|82295
755914273369|1401|82296
755914273369|1452|82297
755914273369|1505|82298
755914273369|2018|82299
755914273369|2929|82300
755914273369|3013|82301
755914273369|10480|82302
755914273369|12260|82303
755914273386|1171|82304
755914273386|1401|82305
755914273386|2872|82306
755914273386|2885|82307
755914273386|6408|82308
755914273386|7281|82309
755914273386|11380|82310
755914273395|1401|82311
755914273395|1403|82312
755914273395|2781|82313
755914273395|7562|82314
755914273395|9705|82315
618475319925|224|82316
893353226899|224|82317
137438982808|1375|82318
137438982808|2047|82319
137438982808|3156|82320
137438982808|9187|82321
137438982808|13334|82322
343597413017|1093|82323
343597413017|3086|82324
343597413017|5071|82325
343597413017|6399|82326
343597413017|9148|82327
343597413017|9191|82328
343597413017|11647|82329
343597413036|413|82330
343597413036|778|82331
343597413036|1191|82332
343597413036|2881|82333
343597413036|7294|82334
343597413036|7507|82335
343597413036|7528|82336
343597413036|7841|82337
1030792180700|590|82338
893353227241|590|82339
893353227273|590|82340
962072704048|590|82341
1030792180863|590|82342
893353227463|590|82343
1030792180950|590|82344
1099511657854|590|82345
893353227691|590|82346
893353227693|590|82347
687194797490|590|82348
755914274238|590|82349
962072704450|1021|82350
962072704450|1196|82351
962072704450|1862|82352
962072704450|1992|82353
962072704450|8173|82354
962072704470|1862|82355
962072704470|2880|82356
962072704470|7519|82357
962072704470|12063|82358
962072704481|1862|82359
962072704481|2059|82360
962072704481|5438|82361
962072704481|6392|82362
962072704481|11627|82363
962072704481|12056|82364
962072704488|1862|82365
962072704488|7665|82366
962072704488|9279|82367
962072704488|9648|82368
962072704506|459|82369
962072704506|1862|82370
962072704506|2921|82371
962072704506|11408|82372
962072704515|774|82373
962072704515|1862|82374
962072704515|8935|82375
962072704515|11731|82376
962072704517|1862|82377
962072704517|2977|82378
962072704517|11640|82379
962072704520|1862|82380
962072704520|2862|82381
962072704520|2937|82382
962072704520|8047|82383
962072704520|11100|82384
962072704531|582|82385
962072704531|1862|82386
962072704531|3062|82387
962072704531|6990|82388
962072704531|7338|82389
962072704531|7788|82390
962072704531|9357|82391
962072704544|577|82392
962072704544|1862|82393
962072704544|5140|82394
962072704544|10502|82395
962072704544|11627|82396
962072704552|1862|82397
962072704569|1862|82398
962072704569|5820|82399
962072704569|11585|82400
962072704582|1032|82401
962072704582|1862|82402
962072704582|2871|82403
962072704582|5065|82404
962072704582|5074|82405
962072704582|5165|82406
962072704582|5185|82407
962072704582|6369|82408
962072704582|6383|82409
962072704582|6962|82410
962072704582|7562|82411
962072704582|10712|82412
962072704590|1862|82413
962072704590|2811|82414
962072704590|3053|82415
962072704590|6673|82416
962072704590|7524|82417
962072704590|8999|82418
962072704607|1862|82419
962072704607|4964|82420
962072704607|5080|82421
962072704607|6982|82422
962072704607|9289|82423
962072704607|14814|82424
962072704607|15395|82425
962072704618|1200|82426
962072704618|1862|82427
962072704618|2911|82428
962072704618|7961|82429
962072704618|11646|82430
824633751442|1730|82431
824633751442|2933|82432
824633751442|11660|82433
755914274708|468|82434
755914274708|1444|82435
755914274708|2780|82436
755914274708|9320|82437
755914274708|13839|82438
824633751446|1730|82439
824633751446|2089|82440
824633751446|2848|82441
824633751446|2980|82442
824633751446|5750|82443
824633751446|9339|82444
824633751446|12294|82445
343597414312|1937|82446
343597414333|774|82447
343597414333|1937|82448
343597414333|13887|82449
343597414334|458|82450
343597414334|1937|82451
343597414334|2786|82452
343597414334|10729|82453
343597414350|1025|82454
343597414350|1187|82455
343597414350|1937|82456
343597414350|2836|82457
343597414350|11529|82458
343597414354|782|82459
343597414354|1153|82460
343597414354|1937|82461
343597414354|4925|82462
343597414354|9246|82463
343597414354|9301|82464
343597414354|9305|82465
343597414354|10967|82466
618475321305|1|82467
549755844573|518|82468
549755844573|2046|82469
549755844573|2953|82470
549755844573|6378|82471
549755844573|9130|82472
549755844573|11395|82473
549755844573|12860|82474
687194798054|1524|82475
687194798054|2868|82476
687194798054|5132|82477
687194798054|5418|82478
687194798054|6984|82479
687194798054|7519|82480
687194798073|1524|82481
687194798077|410|82482
687194798077|2987|82483
687194798077|7395|82484
687194798077|7511|82485
687194798077|10083|82486
549755844613|2071|82487
549755844613|2423|82488
549755844613|6260|82489
1030792182106|1|82490
1030792182118|1768|82491
1030792182118|1937|82492
1030792182118|9044|82493
1030792182118|9103|82494
1030792182118|9217|82495
1030792182118|11721|82496
1030792182122|1937|82497
1030792182122|12947|82498
1030792182139|148|82499
1030792182139|790|82500
1030792182139|1937|82501
1030792182139|2119|82502
1030792182139|3018|82503
1030792182139|6716|82504
1030792182139|9337|82505
893353229057|1414|82506
549755845396|1414|82507
274877938455|1414|82508
893353229114|1414|82509
893353229114|6743|82510
618475322183|1414|82511
274877938512|1414|82512
481036368745|1414|82513
687194798969|1414|82514
687194798983|1414|82515
1030792182669|1414|82516
893353229225|1541|82517
893353229225|1547|82518
893353229225|2033|82519
893353229225|2939|82520
893353229225|6404|82521
893353229225|8890|82522
893353229225|9254|82523
893353229225|11590|82524
893353229236|1504|82525
893353229236|1541|82526
893353229236|2097|82527
893353229236|5068|82528
893353229236|7558|82529
893353229236|9210|82530
893353229236|11549|82531
274877938630|993|82532
274877938630|4844|82533
893353229260|1541|82534
893353229260|2092|82535
893353229260|2786|82536
893353229260|6350|82537
893353229260|6769|82538
893353229260|11364|82539
893353229260|14500|82540
893353229276|783|82541
893353229276|1541|82542
893353229276|2914|82543
893353229276|4844|82544
893353229276|5131|82545
893353229276|7926|82546
893353229276|9100|82547
893353229276|9192|82548
893353229276|11737|82549
893353229276|13127|82550
274877938659|993|82551
274877938659|1930|82552
274877938659|2929|82553
274877938659|2938|82554
274877938659|13886|82555
274877938659|13985|82556
893353229291|1541|82557
893353229291|6938|82558
893353229291|9205|82559
274877938675|993|82560
274877938675|5165|82561
274877938675|9032|82562
687194799100|1768|82563
824633752945|2084|82564
824633752978|2084|82565
481036369315|2084|82566
618475322792|2084|82567
343597415867|2084|82568
687194799554|2084|82569
137438985676|2084|82570
755914276316|2084|82571
687194799592|2084|82572
274877939207|2084|82573
137438985753|2084|82574
137438985762|563|82575
137438985762|565|82576
137438985762|3000|82577
137438985762|6399|82578
137438985762|7559|82579
137438985766|563|82580
137438985766|6378|82581
137438985766|9284|82582
137438985776|563|82583
137438985776|6328|82584
137438985776|6704|82585
1030792183364|2084|82586
1099511660180|2084|82587
1030792183472|2084|82588
1030792183520|2084|82589
755914276583|2084|82590
687194799864|2084|82591
1030792183631|2084|82592
893353230241|2084|82593
343597416360|2084|82594
618475323325|2084|82595
755914276814|2084|82596
549755846627|2084|82597
549755846640|2084|82598
962072707062|2084|82599
1030792183807|2084|82600
962072707092|2084|82601
412316893219|2084|82602
618475323430|2084|82603
1099511660588|2084|82604
1030792183867|2084|82605
1030792183871|2084|82606
1030792183944|2084|82607
824633753754|2084|82608
1030792184015|2084|82609
962072707308|2084|82610
1099511660791|2084|82611
1030792184096|2084|82612
893353230701|2084|82613
1030792184180|2084|82614
687194800514|2084|82615
962072707482|2084|82616
1030792184229|2084|82617
962072707541|2084|82618
962072707552|2084|82619
893353230887|2084|82620
1099511661140|2084|82621
1099511661159|2084|82622
1030792184482|2084|82623
1030792184492|2084|82624
1030792184627|2084|82625
1030792184673|2084|82626
1030792184684|2084|82627
343597417335|2084|82628
1030792184710|2084|82629
343597417364|2084|82630
962072708011|2084|82631
893353231294|2084|82632
962072708058|2084|82633
962072708076|2084|82634
893353231348|2084|82635
549755847687|2084|82636
1099511661589|2084|82637
1030792184856|2084|82638
1030792184868|2084|82639
962072708145|2084|82640
893353231495|2084|82641
962072708236|2084|82642
962072708255|2084|82643
1030792185030|2084|82644
412316894461|2084|82645
824633754888|2084|82646
1030792185117|2084|82647
962072708492|2084|82648
1030792185239|2084|82649
962072708511|2084|82650
824633755087|2084|82651
962072708576|2084|82652
1099511662054|2084|82653
1030792185339|2084|82654
962072708716|2084|82655
962072708721|2084|82656
962072708730|2084|82657
1030792185470|2084|82658
893353232014|2084|82659
1030792185493|2084|82660
1030792185511|2084|82661
962072708796|2084|82662
1030792185533|2084|82663
1030792185550|2084|82664
1030792185557|2084|82665
1030792185658|2084|82666
1030792185673|2084|82667
893353232220|2084|82668
1030792185703|2084|82669
1030792185719|2084|82670
1030792185802|2084|82671
1030792185842|2084|82672
824633755664|2084|82673
962072709222|2084|82674
824633755769|2084|82675
962072709256|2084|82676
1030792186112|2084|82677
893353232667|2084|82678
893353232694|2084|82679
893353232730|2084|82680
962072709485|2084|82681
962072709874|458|82682
962072709874|1749|82683
962072709874|2077|82684
962072709874|13872|82685
549755849477|458|82686
549755849477|577|82687
549755849477|775|82688
549755849477|778|82689
549755849477|2038|82690
549755849477|5158|82691
549755849477|9299|82692
962072709897|458|82693
962072709897|797|82694
962072709897|1197|82695
962072709897|1910|82696
962072709897|2110|82697
962072709897|6397|82698
1030792186640|458|82699
1030792186640|777|82700
1030792186640|1986|82701
1030792186640|1990|82702
1030792186640|5158|82703
1030792186640|5445|82704
1030792186640|6999|82705
893353233188|458|82706
893353233188|568|82707
893353233188|797|82708
893353233188|2031|82709
893353233188|10487|82710
687194802995|458|82711
687194802995|973|82712
687194802995|1682|82713
687194802995|1984|82714
687194802995|2011|82715
412316896058|458|82716
412316896058|588|82717
412316896058|2110|82718
412316896058|7396|82719
412316896058|7547|82720
412316896058|9299|82721
412316896058|10239|82722
274877942594|458|82723
274877942594|775|82724
274877942594|2077|82725
274877942594|2800|82726
274877942594|5085|82727
274877942594|7596|82728
274877942594|10487|82729
481036372815|458|82730
481036372815|1024|82731
481036372815|1986|82732
481036372815|2011|82733
481036372815|7547|82734
687194803038|458|82735
687194803038|11377|82736
412316896113|458|82737
412316896113|775|82738
412316896113|978|82739
412316896113|1984|82740
412316896113|2800|82741
412316896113|2872|82742
962072710011|458|82743
962072710011|1749|82744
962072710011|5158|82745
274877942658|458|82746
274877942658|978|82747
274877942658|3066|82748
412316896160|458|82749
412316896160|524|82750
412316896160|1984|82751
412316896160|2872|82752
412316896160|3066|82753
412316896160|6982|82754
206158465958|458|82755
206158465958|1986|82756
824633756598|458|82757
824633756598|3023|82758
824633756598|7524|82759
824633756598|10239|82760
755914279865|458|82761
755914279865|524|82762
893353233358|458|82763
893353233358|1024|82764
893353233358|1990|82765
893353233358|5445|82766
893353233358|6397|82767
893353233358|6999|82768
893353233358|7380|82769
481036372983|458|82770
481036372983|1024|82771
481036372983|2057|82772
481036372983|7538|82773
274877942794|458|82774
274877942794|797|82775
274877942794|1998|82776
274877942794|2011|82777
274877942794|2110|82778
274877942794|2895|82779
274877942794|6397|82780
343597419539|458|82781
343597419539|973|82782
343597419539|2077|82783
343597419539|7396|82784
412316896287|458|82785
412316896287|568|82786
412316896287|1910|82787
412316896287|2778|82788
412316896287|2904|82789
412316896287|7524|82790
412316896287|13872|82791
412316896294|458|82792
412316896294|524|82793
412316896294|1172|82794
412316896294|2800|82795
412316896294|2904|82796
412316896294|3041|82797
755914279979|458|82798
755914279979|524|82799
755914279979|7596|82800
687194803251|458|82801
687194803251|1172|82802
687194803251|1998|82803
687194803251|10487|82804
687194803251|13872|82805
962072710197|458|82806
962072710197|1615|82807
962072710197|3023|82808
962072710197|5176|82809
962072710197|7524|82810
35904|458|82811
35904|577|82812
35904|778|82813
35904|1998|82814
35904|2038|82815
35904|7524|82816
481036373057|458|82817
481036373057|588|82818
481036373057|778|82819
481036373057|2904|82820
481036373057|9036|82821
481036373057|10487|82822
755914280005|458|82823
755914280005|1910|82824
755914280005|1986|82825
755914280005|3066|82826
274877942870|458|82827
274877942870|524|82828
274877942870|2017|82829
274877942870|2843|82830
274877942870|3066|82831
274877942870|6982|82832
274877942870|7538|82833
824633756773|458|82834
824633756773|2011|82835
824633756773|2043|82836
824633756773|2843|82837
755914280047|458|82838
755914280047|1025|82839
755914280047|7596|82840
755914280047|9036|82841
412316896386|458|82842
412316896386|577|82843
412316896386|1749|82844
412316896386|2800|82845
412316896386|2895|82846
618475326613|458|82847
962072710313|458|82848
962072710313|1025|82849
824633756850|458|82850
824633756850|2011|82851
824633756850|2031|82852
687194803397|458|82853
687194803397|588|82854
687194803397|9144|82855
687194803397|12426|82856
412316896456|458|82857
412316896456|577|82858
412316896456|2075|82859
618475326678|458|82860
618475326678|2819|82861
618475326678|5158|82862
412316896480|458|82863
412316896480|1024|82864
412316896480|1984|82865
412316896480|1986|82866
412316896480|2843|82867
412316896480|5445|82868
687194803431|458|82869
687194803431|5158|82870
962072710378|458|82871
962072710378|1197|82872
962072710378|1998|82873
962072710378|2872|82874
962072710378|3044|82875
962072710378|3066|82876
962072710378|5085|82877
962072710378|11377|82878
893353233660|458|82879
893353233660|978|82880
893353233660|1984|82881
893353233660|2778|82882
68719512842|458|82883
68719512842|1172|82884
68719512842|2040|82885
68719512842|5174|82886
68719512842|6982|82887
68719512860|458|82888
68719512860|2031|82889
68719512860|7025|82890
68719512860|7396|82891
962072710435|458|82892
962072710435|2075|82893
962072710435|3044|82894
962072710435|5085|82895
962072710435|10239|82896
893353233719|458|82897
893353233719|597|82898
893353233719|7025|82899
68719512901|458|82900
68719512901|2017|82901
68719512901|2843|82902
68719512901|11377|82903
68719512901|11582|82904
412316896601|458|82905
412316896601|778|82906
412316896601|2819|82907
481036373345|458|82908
481036373345|2819|82909
481036373345|11377|82910
343597419886|458|82911
343597419886|1998|82912
343597419886|2077|82913
343597419886|6982|82914
343597419886|7380|82915
343597419886|7396|82916
687194803584|458|82917
687194803584|2837|82918
687194803584|5445|82919
618475326869|458|82920
618475326869|1682|82921
618475326869|1749|82922
618475326869|1910|82923
618475326869|1984|82924
618475326869|3023|82925
618475326869|3041|82926
618475326869|5174|82927
137438989719|458|82928
137438989719|2819|82929
137438989719|5176|82930
824633757108|458|82931
206158466500|458|82932
206158466500|2011|82933
206158466500|2077|82934
206158466500|2819|82935
206158466500|2890|82936
206158466500|7380|82937
481036373459|458|82938
481036373459|524|82939
481036373459|597|82940
481036373459|978|82941
481036373459|5174|82942
481036373459|7396|82943
481036373459|12426|82944
274877943261|458|82945
274877943261|1910|82946
274877943261|1986|82947
274877943261|6397|82948
274877943261|7380|82949
893353233897|458|82950
893353233897|588|82951
893353233897|1024|82952
893353233897|1749|82953
893353233897|7524|82954
893353233897|7596|82955
824633757182|458|82956
824633757182|577|82957
824633757182|1197|82958
824633757182|1986|82959
824633757182|2071|82960
824633757182|3023|82961
824633757182|5158|82962
824633757182|7524|82963
824633757182|9036|82964
755914280459|1026|82965
755914280459|1444|82966
755914280459|1763|82967
755914280459|2060|82968
755914280459|2929|82969
755914280459|7545|82970
755914280459|9045|82971
755914280459|9280|82972
755914280461|1173|82973
755914280461|1444|82974
755914280461|2994|82975
755914280461|5059|82976
755914280461|6458|82977
755914280461|9230|82978
755914280461|11376|82979
755914280461|11538|82980
755914280468|143|82981
755914280468|1444|82982
755914280468|5106|82983
755914280468|9054|82984
755914280468|9206|82985
343597420064|593|82986
343597420064|1093|82987
343597420064|2058|82988
343597420064|9126|82989
206158466597|1481|82990
206158466597|6976|82991
755914280487|1860|82992
755914280487|2814|82993
755914280487|6971|82994
755914280487|10966|82995
755914280506|1860|82996
755914280506|2053|82997
755914280506|2987|82998
755914280506|5155|82999
755914280506|6400|83000
755914280506|9045|83001
755914280506|9190|83002
755914280506|14222|83003
755914280520|1860|83004
755914280520|3057|83005
755914280520|6957|83006
755914280520|7034|83007
755914280520|13523|83008
274877943387|774|83009
274877943387|975|83010
274877943387|993|83011
274877943387|4844|83012
274877943387|5065|83013
274877943387|11581|83014
755914280558|1444|83015
755914280558|2941|83016
755914280558|3083|83017
549755850364|143|83018
549755850364|518|83019
549755850364|9052|83020
549755850364|9227|83021
549755850364|9250|83022
549755850364|9316|83023
549755850364|11456|83024
274877943439|993|83025
274877943439|2887|83026
274877943439|5477|83027
274877943439|11637|83028
274877943439|11785|83029
274877943455|993|83030
274877943455|1181|83031
274877943455|3108|83032
274877943455|5254|83033
274877943455|5581|83034
274877943455|5634|83035
206158466721|1481|83036
206158466721|7020|83037
206158466721|11946|83038
343597420197|146|83039
343597420197|1093|83040
343597420197|6371|83041
206158466730|778|83042
206158466730|1403|83043
206158466730|1481|83044
206158466730|2830|83045
206158466730|7023|83046
206158466730|8730|83047
206158466730|11623|83048
206158466730|15764|83049
274877943473|280|83050
274877943473|810|83051
274877943473|993|83052
274877943473|2807|83053
274877943473|2809|83054
274877943473|5392|83055
274877943473|11259|83056
274877943473|12034|83057
549755850438|518|83058
549755850438|1677|83059
549755850438|9052|83060
343597420239|590|83061
343597420239|1093|83062
343597420239|2079|83063
343597420239|5770|83064
343597420239|7555|83065
343597420239|7566|83066
343597420239|7852|83067
755914280665|1860|83068
755914280665|7004|83069
755914280665|9294|83070
755914280665|12774|83071
549755850463|518|83072
549755850463|545|83073
549755850463|2899|83074
549755850463|10955|83075
549755850463|11540|83076
343597420274|1093|83077
343597420274|2097|83078
206158466806|141|83079
206158466806|1481|83080
206158466806|6370|83081
206158466806|7553|83082
206158466806|12609|83083
549755850496|518|83084
549755850496|2893|83085
549755850496|5610|83086
549755850496|6646|83087
549755850496|7023|83088
549755850496|11069|83089
343597420289|1093|83090
343597420289|6972|83091
343597420289|7610|83092
343597420289|14898|83093
206158466834|1481|83094
206158466834|14152|83095
343597420324|1093|83096
343597420324|1616|83097
343597420324|2784|83098
343597420324|6363|83099
343597420324|6403|83100
343597420324|6823|83101
549755850545|518|83102
549755850545|3001|83103
549755850545|5011|83104
549755850545|5577|83105
549755850545|7603|83106
549755850545|8022|83107
549755850563|518|83108
549755850563|11474|83109
755914280779|782|83110
755914280779|1444|83111
755914280779|3093|83112
343597420370|1093|83113
343597420370|3097|83114
343597420370|6658|83115
343597420370|7546|83116
755914280794|1860|83117
755914280794|2847|83118
755914280794|5333|83119
755914280794|6136|83120
755914280794|12224|83121
206158466913|1481|83122
206158466913|1548|83123
206158466913|2043|83124
206158466913|2096|83125
206158466913|7031|83126
206158466913|9154|83127
206158466913|14903|83128
755914280811|277|83129
755914280811|1860|83130
755914280811|5521|83131
755914280811|15799|83132
755914280829|1860|83133
755914280829|2997|83134
755914280829|9142|83135
755914280829|9299|83136
755914280829|11685|83137
274877943696|993|83138
274877943696|2816|83139
274877943696|6972|83140
274877943696|12795|83141
274877943716|993|83142
274877943716|2052|83143
274877943716|2789|83144
274877943716|6991|83145
274877943724|993|83146
274877943724|6389|83147
274877943724|7559|83148
549755850689|518|83149
549755850689|2027|83150
549755850689|2801|83151
549755850689|4847|83152
549755850689|7789|83153
549755850689|9196|83154
549755850689|9317|83155
549755850689|9658|83156
549755850689|11541|83157
549755850689|11614|83158
549755850689|13663|83159
343597420498|1093|83160
343597420498|3099|83161
343597420498|5148|83162
343597420498|6660|83163
343597420498|6867|83164
343597420498|7566|83165
274877943772|993|83166
274877943772|3056|83167
274877943772|5074|83168
274877943772|5158|83169
274877943772|5932|83170
274877943772|11325|83171
274877943772|12013|83172
274877943772|12216|83173
755914280931|1444|83174
755914280931|2849|83175
549755850730|290|83176
549755850730|518|83177
549755850730|10721|83178
549755850730|11251|83179
549755850730|13119|83180
549755850749|1383|83181
549755850749|1683|83182
549755850749|5102|83183
549755850749|9182|83184
549755850749|13970|83185
343597420861|1909|83186
206158467390|1909|83187
687194804559|410|83188
687194804559|1997|83189
687194804559|2007|83190
343597420889|413|83191
343597420889|2038|83192
343597420889|5829|83193
343597420889|7253|83194
343597420889|8054|83195
343597420889|9166|83196
412316897935|569|83197
412316897935|1615|83198
343597421212|569|83199
343597421212|5191|83200
755914281910|205|83201
893353235384|205|83202
893353235384|776|83203
755914281921|205|83204
755914281921|9244|83205
755914281921|13083|83206
824633758674|205|83207
824633758674|1205|83208
1030792188894|205|83209
755914281954|1528|83210
755914281954|2073|83211
755914281954|6355|83212
755914281954|11256|83213
755914281954|14361|83214
755914281976|1528|83215
755914281976|9068|83216
755914281976|14500|83217
68719514783|0|83218
893353235650|7033|83219
1030792189134|7033|83220
893353235682|7033|83221
1030792189164|7033|83222
962072712442|7033|83223
962072712458|7033|83224
824633759017|7033|83225
481036375346|7033|83226
962072712544|7033|83227
893353235868|7033|83228
962072712666|7033|83229
893353235937|7033|83230
962072712690|296|83231
962072712690|1526|83232
962072712690|3012|83233
962072712690|6989|83234
962072712690|11523|83235
962072712695|1452|83236
962072712695|1526|83237
962072712695|2000|83238
962072712695|3092|83239
962072712695|14373|83240
618475329020|6|83241
618475329020|468|83242
68719515153|6|83243
68719515153|1022|83244
68719515153|2045|83245
68719515153|7015|83246
68719515153|11695|83247
824633759270|6|83248
824633759270|468|83249
824633759270|782|83250
824633759270|783|83251
824633759270|2068|83252
824633759270|6945|83253
824633759270|7596|83254
824633759270|9474|83255
687194805810|1396|83256
687194805810|2782|83257
687194805810|2865|83258
687194805810|2977|83259
687194805810|8292|83260
687194805821|1396|83261
687194805821|5105|83262
687194805821|7556|83263
687194805821|8780|83264
687194805821|9088|83265
687194805821|9184|83266
687194805831|1396|83267
687194805831|2055|83268
687194805831|5142|83269
687194805831|9031|83270
687194805831|11001|83271
687194805837|1396|83272
687194805837|6437|83273
687194805837|7522|83274
687194805837|7610|83275
687194805837|10843|83276
137438991963|1409|83277
137438991963|2814|83278
137438991963|6995|83279
137438991963|9065|83280
687194805869|298|83281
687194805869|1396|83282
687194805869|3008|83283
687194805869|6404|83284
687194805869|7575|83285
687194805869|13620|83286
687194805884|382|83287
687194805884|2108|83288
687194805884|5442|83289
687194805884|7558|83290
687194805884|9041|83291
687194805884|9088|83292
687194805884|9163|83293
137438992010|1409|83294
137438992010|3063|83295
137438992010|14770|83296
137438992026|1409|83297
137438992026|10889|83298
137438992026|12982|83299
137438992026|14548|83300
687194805925|1186|83301
687194805925|1396|83302
687194805925|2901|83303
687194805925|5097|83304
687194805925|5380|83305
687194805925|11557|83306
687194805925|11911|83307
137438992045|1409|83308
137438992045|2017|83309
137438992045|6980|83310
137438992045|7563|83311
137438992045|12918|83312
687194805934|382|83313
687194805934|6674|83314
687194805934|10025|83315
687194805951|1396|83316
687194805951|3001|83317
687194805951|5147|83318
687194805951|10562|83319
687194805951|10919|83320
687194805951|11590|83321
687194805953|1396|83322
687194805953|2066|83323
687194805953|2926|83324
687194805953|2991|83325
687194805953|6435|83326
687194805953|7060|83327
687194805953|8404|83328
687194805953|11586|83329
687194805953|14828|83330
137438992075|1409|83331
137438992075|11557|83332
137438992089|1409|83333
137438992089|5984|83334
137438992089|6478|83335
137438992089|6962|83336
137438992089|6972|83337
137438992089|7012|83338
137438992089|9975|83339
137438992089|11286|83340
137438992101|1409|83341
137438992101|6870|83342
137438992101|11251|83343
137438992101|11597|83344
137438992101|11649|83345
137438992105|1409|83346
137438992105|7543|83347
137438992105|11248|83348
137438992105|12091|83349
687194805998|1396|83350
687194805998|5167|83351
687194805998|9246|83352
687194805998|9310|83353
687194806014|1396|83354
687194806014|2001|83355
687194806014|2844|83356
687194806014|3022|83357
687194806023|148|83358
687194806023|299|83359
687194806023|382|83360
687194806023|2096|83361
687194806023|5140|83362
687194806023|6786|83363
687194806023|7526|83364
687194806029|382|83365
687194806029|2792|83366
687194806029|8569|83367
687194806045|1396|83368
687194806045|2864|83369
687194806045|3032|83370
687194806045|6971|83371
687194806045|7007|83372
687194806045|12218|83373
687194806058|796|83374
687194806058|1410|83375
687194806058|5190|83376
687194806058|9474|83377
687194806058|11629|83378
687194806058|11685|83379
687194806089|1527|83380
687194806089|5085|83381
549755852636|1527|83382
687194806117|1527|83383
481036375921|1527|83384
618475329398|269|83385
618475329398|281|83386
618475329398|5674|83387
618475329398|6979|83388
618475329398|11557|83389
618475329419|269|83390
618475329419|2829|83391
618475329419|2862|83392
618475329419|2886|83393
618475329419|3007|83394
618475329419|10288|83395
618475329419|10712|83396
618475329419|13926|83397
618475329425|269|83398
618475329425|7349|83399
618475329425|8765|83400
618475329425|10449|83401
618475329425|12047|83402
618475329425|12870|83403
755914283186|139|83404
755914283186|3041|83405
1030792190140|139|83406
1030792190140|3041|83407
1030792190140|5754|83408
1030792190140|6438|83409
687194806469|277|83410
687194806469|1524|83411
687194806469|8780|83412
687194806469|11248|83413
962072713415|138|83414
962072713415|597|83415
962072713415|1677|83416
962072713415|2027|83417
893353236682|447|83418
893353236682|6208|83419
893353236682|7373|83420
893353236682|7582|83421
893353236682|8862|83422
893353236682|11541|83423
962072713439|6|83424
962072713439|780|83425
962072713439|7012|83426
1030792190186|6|83427
1030792190186|1667|83428
1030792190186|1672|83429
